Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D
193,2,0.00384,0.799,9800,5013,0.117,315,249.71,2850,2862.03908011103,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
194,2,0.00384,0.799,9800,5013,0.129,271,258.8,2710,2748.15535387273,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
195,2,0.00384,0.799,9800,4990,0.16,206,271.87,2550,2510.4125011801,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
196,2,0.00384,0.799,9800,5013,0.196,149,282.92,2489,2392.82992270721,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
197,2,0.00384,0.799,9800,4990,0.216,106,290.97,2376,2301.1632121776,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
198,2,0.00384,0.799,9800,4990,0.246,51,300.85,2289,2167.84033331579,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
199,2,0.00384,0.799,9800,7460,-0.003,526,203.96,4681,6583.34313876446,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
200,2,0.00384,0.799,9800,7460,0.013,480,214.19,4450,5952.81290533967,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
201,2,0.00384,0.799,9800,7532,0.03,387,234.46,3890,5365.0546273773,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
202,2,0.00384,0.799,9800,7484,0.047,335,245.52,3590,4707.06598465403,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
203,2,0.00384,0.799,9800,7460,0.052,291,254.69,3250,4543.69950674039,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
204,2,0.00384,0.799,9800,7532,0.064,236,265.89,2960,4321.02299037344,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
205,2,0.00384,0.799,9800,7556,0.082,185,275.98,2720,3953.23128517852,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
206,2,0.00384,0.799,9800,7460,0.104,138,285,2520,3433.68310791512,1399.1843340369703,2729.08724642355,582.6677976573421,208.07291666666669
207,2,0.00384,1.549,9800,3982,0.218,530,203.07,2020,2132.11182019737,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
208,2,0.00384,1.549,9800,3958,0.224,471,216.18,1889,2090.32089831235,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
209,2,0.00384,1.549,9800,3934,0.234,429,225.38,1810,2020.29062006072,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
210,2,0.00384,1.549,9800,4006,0.243,373,237.46,1730,1947.3200816402,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
211,2,0.00384,1.549,9800,3982,0.259,315,249.71,1630,1863.69729218907,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
212,2,0.00384,1.549,9800,3982,0.269,261,260.84,1530,1826.32887336604,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
213,2,0.00384,1.549,9800,3958,0.289,206,271.87,1450,1748.88726517888,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
214,2,0.00384,1.549,9800,3958,0.306,154,281.97,1380,1654.53003311281,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
215,2,0.00384,1.549,9800,4006,0.292,165,279.86,1389,1744.58582092133,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
216,2,0.00384,1.549,9800,3934,0.339,79,295.88,1300,1365.70356346543,1399.1843340369703,2729.08724642355,582.6677976573421,403.38541666666663
217,2,0.0051,2.6,9800,1986,0.382,687,167.3,1139,953.353881237729,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
218,2,0.0051,2.6,9800,1986,0.391,673,170.53,1139,814.39869884222,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
219,2,0.0051,2.6,9800,2503,0.392,443,222.33,1174,595.201239900678,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
220,2,0.0051,2.6,9800,2992,0.337,359,240.44,1163,1025.41568466364,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
221,2,0.0051,2.6,9800,3441,0.301,281,256.75,1163,1390.45014019575,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
222,2,0.0051,2.6,9800,3998,0.289,206,271.87,1174,1521.45930784572,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
223,2,0.0051,2.6,9800,4746,0.317,84,294.98,1186,1546.10455018377,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
224,2,0.0051,2.6,9800,5304,0.131,521,205.08,1779,2418.62069072155,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
225,2,0.0051,2.6,9800,5304,0.124,535,201.95,1791,2469.01982284341,1399.1843340369703,2729.08724642355,582.6677976573421,509.80392156862746
226,2,0.00607,0.792,9800,1604,0.237,503,209.09,2489,2523.85690414716,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
227,2,0.00607,0.792,9800,1613,0.27,387,234.46,2310,2275.3604039222,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
228,2,0.00607,0.792,9800,1584,0.304,291,254.69,2110,2092.60330980243,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
229,2,0.00607,0.792,9800,1594,0.344,165,279.86,1900,1807.36639491584,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
230,2,0.00607,0.792,9800,1594,0.385,51,300.85,1710,1446.97187563707,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
231,2,0.00607,0.792,9800,2208,0.095,629,180.64,3170,3405.79768187205,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
232,2,0.00607,0.792,9800,2199,0.12,526,203.96,2870,3117.35704764578,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
233,2,0.00607,0.792,9800,2208,0.171,373,237.46,2539,2560.40544281062,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
234,2,0.00607,0.792,9800,2208,0.22,216,269.88,2170,2140.83468315104,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
235,2,0.00607,0.792,9800,2199,0.285,57,299.79,1820,1688.9265266316,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
236,2,0.00607,0.792,9800,2707,0.011,791,143.07,4130,4411.12276258743,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
237,2,0.00607,0.792,9800,2707,0.044,682,168.46,3811,3844.73978015946,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
238,2,0.00607,0.792,9800,2698,0.068,549,198.8,3280,3485.59932463941,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
239,2,0.00607,0.792,9800,2707,0.103,411,229.29,2820,2984.73102967202,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
240,2,0.00607,0.792,9800,2707,0.143,266,259.82,2360,2537.18384575428,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
241,2,0.00607,0.792,9800,2659,0.213,112,289.86,2010,1956.31770627009,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
242,2,0.00607,0.792,9800,2707,0.226,45,301.89,1800,1854.67903747746,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
243,2,0.00607,0.792,9800,3197,0.007,665,172.38,4090,4369.73550837409,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
244,2,0.00607,0.792,9800,3207,0.035,544,199.93,3590,3847.74701303996,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
245,2,0.00607,0.792,9800,3197,0.067,411,229.29,3040,3300.40724585351,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
246,2,0.00607,0.792,9800,3207,0.096,315,249.71,2710,2834.93027302428,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
247,2,0.00607,0.792,9800,3207,0.13,216,269.88,2380,2443.82279128282,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
248,2,0.00607,0.792,9800,3197,0.193,57,299.79,1920,1909.86958943412,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
249,2,0.00607,0.792,9800,4003,0.011,480,214.19,3761,4192.05429301983,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
250,2,0.00607,0.792,9800,4023,0.056,325,247.62,3030,3276.81491079132,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
251,2,0.00607,0.792,9800,4023,0.099,159,281.01,2239,2454.1737170551,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
252,2,0.00607,0.792,9800,4003,0.139,68,297.85,1930,2110.54028993097,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
253,2,0.00607,0.792,9800,5002,0.02,373,237.46,3811,4043.00233217946,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
254,2,0.00607,0.792,9800,5002,0.041,266,259.82,3090,3543.37613397741,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
255,2,0.00607,0.792,9800,5002,0.066,165,279.86,2460,3033.1948088283,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
256,2,0.00607,0.792,9800,5011,0.111,57,299.79,1970,2321.4934389149,1399.1843340369703,2729.08724642355,582.6677976573421,130.47775947281716
257,2,0.0074,3.8,9800,1260,0.603,330,246.57,697,377.321543293863,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
258,2,0.0074,3.8,9800,1486,0.507,291,254.69,697,384.464837109025,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
259,2,0.0074,3.8,9800,2003,0.391,211,270.88,709,654.289047707554,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
260,2,0.0074,3.8,9800,2519,0.331,133,285.95,709,1011.76569688461,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
261,2,0.0074,3.8,9800,3049,0.333,28,304.82,709,885.091447377147,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
262,2,0.0074,3.8,9800,1486,0.5,965,101.89,1174,396.120814410084,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
263,2,0.0074,3.8,9800,1983,0.388,709,162.21,1174,718.916411321108,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
264,2,0.0074,3.8,9800,2003,0.397,691,166.38,1174,576.56987791053,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
265,2,0.0074,3.8,9800,2519,0.302,540,200.83,1151,1264.29968031982,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
266,2,0.0074,3.8,9800,2558,0.305,540,200.83,1174,1225.36807814338,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
267,2,0.0074,3.8,9800,3004,0.269,453,220.14,1174,1334.08325811043,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
268,2,0.0074,3.8,9800,3475,0.267,335,245.52,1163,1334.62414463324,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
269,2,0.0074,3.8,9800,3940,0.265,256,261.85,1163,1327.91941757469,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
270,2,0.0074,3.8,9800,4496,0.287,154,281.97,1163,1371.8323562138,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
271,2,0.0074,3.8,9800,5529,0.266,90,293.89,1174,1665.21757076977,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
272,2,0.0074,3.8,9800,5878,0.284,34,303.79,1174,1651.20276559949,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
273,2,0.0074,3.8,9800,5943,0.287,28,304.82,1174,1648.76993244939,1399.1843340369703,2729.08724642355,582.6677976573421,513.5135135135134
274,2,0.0104,3.8,9800,668,0.779,611,184.76,755,534.637322100673,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
275,2,0.0104,3.8,9800,668,0.766,594,188.63,732,580.819169946957,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
276,2,0.0104,3.8,9800,896,0.564,485,213.09,755,882.631168719057,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
277,2,0.0104,3.8,9800,896,0.568,466,217.28,755,862.160325824009,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
278,2,0.0104,3.8,9800,1112,0.444,387,234.46,767,1199.23659631684,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
279,2,0.0104,3.8,9800,1325,0.394,315,249.71,767,1331.16428102985,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
280,2,0.0104,3.8,9800,1662,0.347,191,274.81,744,1307.07393896901,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
281,2,0.0104,3.8,9800,1685,0.298,897,118.06,1477,1549.69402173035,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
282,2,0.0104,3.8,9800,1688,0.318,553,197.9,1128,1440.83574144493,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
283,2,0.0104,3.8,9800,1688,0.329,530,203.07,1104,1381.69309504546,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
284,2,0.0104,3.8,9800,2002,0.312,128,286.88,755,1221.07020494583,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
285,2,0.0104,3.8,9800,2015,0.328,112,289.86,767,1121.69335686989,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
286,2,0.0104,3.8,9800,2240,0.223,682,168.46,1500,1605.25010424677,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
287,2,0.0104,3.8,9800,2240,0.285,354,241.5,1104,1273.15215540081,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
288,2,0.0104,3.8,9800,2420,0.299,57,299.79,755,1124.68531751463,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
289,2,0.0104,3.8,9800,2747,0.25,261,260.84,1081,1292.64143705943,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
290,2,0.0104,3.8,9800,2806,0.159,558,196.78,1477,1775.82462788474,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
291,2,0.0104,3.8,9800,3303,0.121,489,212.2,1477,1917.70322344027,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
292,2,0.0104,3.8,9800,3336,0.122,480,214.19,1477,1901.09429153109,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
293,2,0.0104,3.8,9800,3369,0.245,154,281.97,1104,1227.54398068026,1399.1843340369703,2729.08724642355,582.6677976573421,365.38461538461536
294,2,0.0051,2.6,11760,1999,0.305,863,145.2,1174,1149.6667399601,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
295,2,0.0051,2.6,11760,2489,0.271,647,195.07,1151,1171.38950074125,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
296,2,0.0051,2.6,11760,3998,0.185,376,254.14,1174,1661.68082597328,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
297,2,0.0051,2.6,11760,2992,0.178,1025,106.86,1756,1657.82286351747,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
298,2,0.0051,2.6,11760,3414,0.136,906,135.08,1732,1997.25753454717,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
299,2,0.0051,2.6,11760,3441,0.157,884,140.26,1744,1761.08666397343,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
300,2,0.0051,2.6,11760,3917,0.12,798,160.39,1744,2173.55169198619,1481.5782120188187,2690.741924269665,596.2854281986647,509.80392156862746
301,2,0.0077,2.6,11760,1021,0.5,361,257.24,732,403.162485781256,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
302,2,0.0077,2.6,11760,1021,0.517,341,261.35,732,370.783847877686,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
303,2,0.0077,2.6,11760,1253,0.42,270,275.6,721,742.448320437789,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
304,2,0.0077,2.6,11760,1253,0.445,244,280.67,721,658.14350132456,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
305,2,0.0077,2.6,11760,1498,0.324,634,198.01,1128,1100.36473301922,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
306,2,0.0077,2.6,11760,1498,0.38,202,288.69,744,678.077482778828,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
307,2,0.0077,2.6,11760,1736,0.235,897,137.2,1511,1464.43504818567,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
308,2,0.0077,2.6,11760,1760,0.353,142,299.7,744,694.690839609986,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
309,2,0.0077,2.6,11760,1963,0.238,472,233.8,1104,1302.0854789854,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
310,2,0.0077,2.6,11760,1999,0.338,90,308.76,744,593.667986209655,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
311,2,0.0077,2.6,11760,2017,0.175,1062,98.04,1895,1708.69063236025,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
312,2,0.0077,2.6,11760,2017,0.19,789,162.48,1511,1585.5065251181,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
313,2,0.0077,2.6,11760,2261,0.305,72,311.77,732,842.466247428865,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
314,2,0.0077,2.6,11760,2285,0.142,719,178.65,1511,1875.44531789698,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
315,2,0.0077,2.6,11760,2422,0.162,638,197.1,1488,1635.49357296897,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
316,2,0.0077,2.6,11760,2494,0.117,914,133.19,1930,2051.11007150652,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
317,2,0.0077,2.6,11760,2506,0.184,381,253.1,1116,1428.30691713968,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
318,2,0.0077,2.6,11760,2721,0.179,341,261.35,1116,1411.67818934922,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
319,2,0.0077,2.6,11760,2750,0.183,326,264.41,1116,1373.76542061721,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
320,2,0.0077,2.6,11760,2756,0.108,807,158.29,1907,2067.798148324,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
321,2,0.0077,2.6,11760,2756,0.139,579,210.34,1488,1739.60798048085,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
322,2,0.0077,2.6,11760,2971,0.1,745,172.66,1907,2086.29206904327,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
323,2,0.0077,2.6,11760,2971,0.124,542,218.54,1488,1835.38192445326,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
324,2,0.0077,2.6,11760,2971,0.183,291,271.44,1116,1317.32866442793,1481.5782120188187,2690.741924269665,596.2854281986647,337.6623376623377
